Channel Title,Channel Username,ID,Message,Date,Media Path,Media Type,Views
NEVA COMPUTER®,@nevacomputer,8765,,2025-06-04T06:06:15+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8765.jpg,photo,1632
NEVA COMPUTER®,@nevacomputer,8764,,2025-06-04T06:06:15+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8764.jpg,photo,1205
NEVA COMPUTER®,@nevacomputer,8763,,2025-06-04T05:56:58+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8763.jpg,photo,1316
NEVA COMPUTER®,@nevacomputer,8762,"✨ HP Pavilion Plus 16” – Premium Power in Your Hands! ✨

🧠 Intel® Core™ i7 13th Gen Supercharged performance i7-13700H (14 cores, 20 threads, up to 5.0 GHz)

📚 16GB RAM – Lag-free multitasking
🚀 1TB SSD – Fast boot & storage
🖼️ 16” 2K Display (2560 x 1600) – Sharp & vibrant visuals
🎨 100% sRGB | 120Hz – Ideal for design & creative work
🔋 11.5 hrs Battery – All-day productivity
📸 5MP IR Camera – Clear and secure video calls
🔊 B&O Tuned Speakers – Immersive audio experience
🌐 Wi-Fi 6 & Thunderbolt™ 4 – Fast, modern connectivity
⌨️ Backlit Keyboard – Comfort and style, day or night

🧩 How It Helps You

The HP Pavilion Plus 16” is built for people who demand performance with style. It’s not just a laptop—it’s a tool for dreamers, doers, and creators:

🧑‍💼 For Professionals – Run multiple apps, attend HD meetings, get things done fast
🎓 For Students – Research, write, create & watch lectures on a vibrant screen
🎥 For Creators – Edit videos, retouch photos, and design with color accuracy
💻 For Developers – Code faster, test quicker, and multitask like a pro
🎬 For Movie Buffs – Enjoy series & movies in crystal-clear 2K resolution

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",2025-06-04T05:56:57+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8762.jpg,photo,1148
NEVA COMPUTER®,@nevacomputer,8758,,2025-05-09T15:26:01+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8758.jpg,photo,2632
NEVA COMPUTER®,@nevacomputer,8757,,2025-05-09T15:26:01+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8757.jpg,photo,2648
NEVA COMPUTER®,@nevacomputer,8756,,2025-05-09T15:26:00+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8756.jpg,photo,2389
NEVA COMPUTER®,@nevacomputer,8755,"#WORKSTATION  ✔️
#student offer 
#europa standard 🗯️
🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL PRECISION 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 inch FHD
✨🅒︎🅟︎🅤︎: CORE I7 9th gen💪  
✨🅡︎🅐︎🅜︎:32GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 1TB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T1000 (GTX 1650)
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 92000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2025-05-09T15:26:00+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8755.jpg,photo,1973
NEVA COMPUTER®,@nevacomputer,8754,ለመላዉ የክርስትና እምነት ተከታይ በሙሉ እንኳንለብርሃነ ትንሳኤዉ በሰላም አደረሳችሁ::መጪዉ ዘመን የሰላም የአንድነት የመተሳሰብና  የበረከት እንዲሆንልን እንመኛለን::,2025-04-20T09:34:45+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8754.jpg,photo,3035
NEVA COMPUTER®,@nevacomputer,8753,,2025-04-12T07:57:21+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8753.jpg,photo,3565
NEVA COMPUTER®,@nevacomputer,8752,,2025-04-12T07:57:21+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8752.jpg,photo,3662
NEVA COMPUTER®,@nevacomputer,8751,"DONT MISS IT

🅑︎🅡︎🅐︎🅝︎🅓︎ : HP ENVY X360 ❤️
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 FHD THIN BEZEL
✨🅒︎🅟︎🅤︎: CORE I7 12th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR
Price  95000 birr 
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2025-04-12T07:57:21+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8751.jpg,photo,2651
NEVA COMPUTER®,@nevacomputer,8750,"Very portable and can do multi-task

#HP
🅑︎🅡︎🅐︎🅝︎🅓︎ : HP ELITEBOOK 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎:13.3”
✨🅒︎🅟︎🅤︎: CORE I7 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: intel uhd graphics 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR plus 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  new 
Price  57000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2025-04-12T07:54:44+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8750.jpg,photo,2587
NEVA COMPUTER®,@nevacomputer,8749,,2025-04-12T07:54:44+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8749.jpg,photo,1974
NEVA COMPUTER®,@nevacomputer,8748,,2025-04-12T07:52:36+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8748.jpg,photo,2562
NEVA COMPUTER®,@nevacomputer,8747,,2025-04-12T07:52:36+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8747.jpg,photo,2767
NEVA COMPUTER®,@nevacomputer,8746,"New Arrivals And Genuine 
2024 14th Generation 
intel CORE ULTRA 5
  
HP ENVY 2024

Featuring the Latest:
✨Intel® Core™ Ultra 5 Processor 
155U 12M Cache, up to 4.80 GHz
12 Core and 14 CPU

Model: 
Hp envy 16 x360 convertible
              
Condition: BRAND NEW

💎 GRAPHICS: 
Integrated Intel® Arc™ Graphics & NPU:Integrated Intel® AI Boost,up to 11 TOPS

🖥 Screen:14 inch x360 convertible 
Touch screen 3440 × 1440 pixels (ultrawide QHD)

📼 Storage: 1TB SSD NVMe®
⏳ RAM: 8GB DDR5 6400 MT/s
🔋 Battery Life: 10 hours+battery life

Key Features:  
⭐️ Wi-Fi® 6E, 802.11ax 2x2 + BT5.3
⭐️ FHD Front Camera 1080p 
+ IR with Privacy Shutter
⭐️Face id login
⭐️Audio:Poly Studio 
⭐️White Backlit Keyboard**  
⭐️ Slim & Lightweight design  
⭐️Full aluminum Body  

Price 108000 birr

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2025-04-12T07:52:36+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8746.jpg,photo,2113
NEVA COMPUTER®,@nevacomputer,8745,,2025-04-12T07:52:36+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8745.jpg,photo,1654
NEVA COMPUTER®,@nevacomputer,8744,,2025-04-12T07:48:13+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8744.jpg,photo,2120
NEVA COMPUTER®,@nevacomputer,8743,,2025-04-12T07:48:13+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8743.jpg,photo,2191
NEVA COMPUTER®,@nevacomputer,8742,,2025-04-12T07:48:13+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8742.jpg,photo,1627
NEVA COMPUTER®,@nevacomputer,8741,"#WORKSTATION  ✔️
#student offer 
#europa standard 🗯️
🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL PRECISION 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 inch FHD
✨🅒︎🅟︎🅤︎: CORE I9 9th gen💪  
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T2000 (GTX 1650TI) 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 89000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2025-04-12T07:48:13+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8741.jpg,photo,1617
NEVA COMPUTER®,@nevacomputer,8740,,2025-04-12T07:48:13+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8740.jpg,photo,1575
NEVA COMPUTER®,@nevacomputer,8739,,2025-04-12T07:46:04+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8739.jpg,photo,1858
NEVA COMPUTER®,@nevacomputer,8738,,2025-04-12T07:46:04+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8738.jpg,photo,1855
NEVA COMPUTER®,@nevacomputer,8737,"DONT MISS IT

🅑︎🅡︎🅐︎🅝︎🅓︎ : MSI MODERN ❤️
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 14” FHD THIN BEZEL
✨🅒︎🅟︎🅤︎: CORE I5 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box 
Price  54000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2025-04-12T07:46:04+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8737.jpg,photo,1473
NEVA COMPUTER®,@nevacomputer,8736,,2025-04-12T07:42:18+00:00,c:\Users\benke\Desktop\DataScience\10Academy\Kefiya_AI_Mastery\Week4\EthioMart\KAIM_W04_EthioMart_Amharic_Named_Entity_Recognition_System\data\raw\images\@nevacomputer_8736.jpg,photo,1862
